Platform,WorkLoad,SubWorkLoad,SubWorkLoadScenario,Description,Action Type,Telemetry all,action_gesture,module_name,module_type,action_outcome,panel_type,action_scenario,action_scenario_type,action_subWorkLoad,thread_type,databag.rsvp,module_summary,target_thread_type,databag.meeting_rsvp,databag.is_toggle_on,databag.community_rsvp,main_entity_type,main_slot_app,eventInfo.identifier,databag.action_type,subNav_entity_type
Android,Collab action,Meeting,Meeting - Join button - Joining through chat,"Navigate to the chat feature, enter the meeting chat, and click the Join button to capture this scenario",Primary ,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1721655968003,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabag PropMap"": {},
""moduleName"": ""meeting JoinButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""nav"",
""panelType"": ""chat"",
""paywall License"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 804,
""real DisplayWidthDp"": 360,
""scenario"": ""privateMeetingJoin"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""threadId"":
""19:meeting_ZT150GNjMGMtOThhNC00ZDkyLTgwMm
UtOGFINTMzMThjMzgz@thread.v2"",
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 118425990
} ",tap,meeting JoinButton,button,nav,chat,privateMeetingJoin,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through chat,"After clicking the join button from meeting chat, click the Join Now button to capture this scenario",Primary ,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723497198010,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""joinNowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meeting Join Now"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 87487888
}",tap,joinNowButton,button,submit,preJoin,meeting Join Now,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through chat,"After clicking the join button from meeting chat, click the Join Now button to capture this scenario",Secondary,"{
""EVENT_NAME"": ""userbi"",
""LOG_TAG"": ""UserBITelemetryEvent"",
""appMode"": ""phone"",
""contextProps"": {
""UserInfo.IsLicensed"": ""false"",
""UserInfo.Licenses"": ""TeamsFree""
},
""contextPropsLock"": {},
""dataBag Props Lock"": {},
""eventName"": ""panelaction"",
""eventVersion"": 0,
""gesture"": ""tap"",
""id"": 1723497201036,
""isBlocked"": false,
""isContact"": false,
""launchMethod"": ""userInitiated"",
""licenseType"": """",
""moduleName"": ""MeetingJoinType"",
""moduleType"": ""meetings"",
""panelRegion"": ""main"",
""panelType"": ""meetingJoin"",
""propMap"": {},
""real DisplayHeightDp"": 0,
""real DisplayWidthDp"": 0,
""scenario"": ""tfwInternal MeetingJoins"",
""scenarioType"": ""tfwMeeting Joins"",
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""userRole"": ""msaMember"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 87490914
}",tap,MeetingJoinType,meetings,,meetingJoin,tfwInternal MeetingJoins,tfwMeeting Joins,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through chat,"After clicking the join button from meeting chat, click the Join Now button to capture this scenario",Secondary,"{
""appMode"": ""phone"",
""callid"": ""e8b0eec4-f93b-42d9-ae32-5ed33d78586b"",
""callType"": ""scheduled Private Meeting"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723497201055,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""private"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""button"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""webinar Attendee Join"",
""scenarioType"": ""webinarAttendeeJoin"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 87490933
}",tap,private,button,submit,button,webinar Attendee Join,webinarAttendeeJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through chat,"After clicking the join button from meeting chat, click the Join Now button to capture this scenario",Secondary,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723497201068,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""newChatAndChannelEnabled"": false,
""outcome"": ""nav"",
""panelType"": ""callOrMeetupLive"",
""panelUri"": ""app.calling"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""otherOptions"",
""scenarioType"": ""joinMeeting"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 87490946
}",tap,,,nav,callOrMeetupLive,otherOptions,joinMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through chat,"After clicking the join button from meeting chat, click the Join Now button to capture this scenario",Secondary,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723497201370,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""joinNowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin NowWithPSTN"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 87491249
}",tap,joinNowButton,button,submit,preJoin,meetingJoin NowWithPSTN,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through chat,"After clicking the join button from meeting chat, click the Join Now button to capture this scenario",Primary ,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""id"": 1723497201821,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagProp"":
""{userAccountType:MSA, identity Type:native, participantRole:
organizer)"",
""mDatabagPropMap"": {
""userAccountType"": ""MSA"",
""identityType"": ""native"",
""participantRole"": ""organizer""
},
""moduleName"": ""meeting Joined Successfully"",
""moduleType"": ""view"",
""newChatAndChannelEnabled"": false,
""panelType"": ""view"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin"",
""scenarioType"": ""meetingJoin"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""threadId"":""19:meeting_Mzc3ZTc2NWUtOTFkNi00ZWE2LWI1MWYtYzQ0MThkZjFiMTM5@thread.v2"",
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 87491699",,meeting Joined Successfully,view,,view,meetingJoin,meetingJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting-join button-Communityforyou ,Navigate to the for you feature and click the join button for an upcoming meeting to capture this scenario,Primary ,"{
""EVENT_NAME"": ""userbi"",
""LOG_TAG"": ""UserBITelemetryEvent"",
""appMode"": ""phone"",
""contextProps"": {
""UserInfo.IsLicensed"": ""false"",
""UserInfo.Licenses"": ""TeamsFree""
},
""eventName"": ""panelaction"",
""eventVersion"": 0,
""gesture"": ""tap"",
""id"": 1721655683779,
""isBlocked"": false,
""isContact"": false,
""launchMethod"": ""userInitiated"",
""licenseType"": """",
""moduleName"":
""forYouScheduled Meeting Join Tapped"",
""moduleType"": ""button"",
""outcome"": ""nav"",
""panelRegion"": ""main"",
""panelType"": ""forYouMeetingJoin"",
""propMap"": {},
""real Display HeightDp"": 0,
""real DisplayWidthDp"": 0,
""scenario"": ""forYouScheduled Meeting Join Tapped"",
""scenarioType"": ""scheduled Meeting"",
""smbintent"": ""Neutral"",
""smbintentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""subWorkLoad"":
""userRole"": ""msaMember"",
""workLoad"": """"
""mLogAnonymously"": false,
}
""mStartTimeMillis"": 118141766",tap,forYouScheduled Meeting Join Tapped,button,nav,forYouMeetingJoin,forYouScheduled Meeting Join Tapped,scheduled Meeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Secondary,"{
""EVENT_NAME"": ""userbi"",
""LOG_TAG"": ""UserBITelemetryEvent"",
""appMode"": ""phone"",
""contextProps"": {
""UserInfo.IsLicensed"": ""false"",
""UserInfo.Licenses"": ""TeamsFree""
},
""contextPropsLock"": {},
""dataBag Props Lock"": {},
""eventName"": ""panelaction"",
""eventVersion"": 0,
""gesture"": ""tap"",
""id"": 1723498401205,
""isBlocked"": false,
""isContact"": false,
""launchMethod"": ""userInitiated"",
""licenseType"": """",
""moduleName"": ""MeetingJoinType"",
""moduleType"": ""meetings"",
""panelRegion"": ""main"",
""panelType"": ""meetingJoin"",
""propMap"": {},
""real DisplayHeightDp"": 0,
""real DisplayWidthDp"": 0,
""scenario"": ""tfwInternal MeetingJoins"",
""scenarioType"": ""tfwMeeting Joins"",
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""userRole"": ""msaMember"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88691083
}",tap,MeetingJoinType,meetings,,meetingJoin,tfwInternal MeetingJoins,tfwMeeting Joins,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Secondary,"""appMode"": ""phone"",
""callid"": ""d090fdae-a22d-4ad5-a19b-dd49162849ce"",
""callType"": ""scheduled Private Meeting"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723498401221,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""private"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""button"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""webinar Attendee Join"",
""scenarioType"": ""webinarAttendeeJoin"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88691099",tap,private,button,submit,button,webinar Attendee Join,webinarAttendeeJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Primary ,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723498398054,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""join NowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meeting Join Now"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88687932
}",tap,join NowButton,button,submit,preJoin,meeting Join Now,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Secondary,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723498401237,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""newChatAndChannelEnabled"": false,
""outcome"": ""nav"",
""panelType"": ""callOrMeetupLive"",
""panelUri"": ""app.calling"",
""paywallLicense"": ""TeamsFree"", ""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""otherOptions"",
""scenarioType"": ""joinMeeting"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88691115",tap,,,nav,callOrMeetupLive,otherOptions,joinMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Secondary,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723498401435,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""joinNowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin NowWithPSTN"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88691314",tap,joinNowButton,button,submit,preJoin,meetingJoin NowWithPSTN,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Secondary,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1723498401435,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagPropMap"": {},
""moduleName"": ""joinNowButton"",
""moduleType"": ""button"",
""newChatAndChannelEnabled"": false,
""outcome"": ""submit"",
""panelType"": ""preJoin"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin NowWithPSTN"",
""scenarioType"": ""callOrMeetUp"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88691314",tap,joinNowButton,button,submit,preJoin,meetingJoin NowWithPSTN,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting- Joining through Communityforyou,"After clicking the join button from for you feature, click the Join Now button to capture this scenario",Primary ,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""id"": 1723498401997,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
mDatabagProp.userAccountType: ""MSA"",
mDatabagProp.identityType: ""native"",
mDatabagProp.participantRole: ""organizer""
mDatabagPropMap.userAccountType: ""MSA"",
mDatabagPropMap.identityType: ""native"",
mDatabagPropMap.participantRole: ""organizer""
""moduleName"": ""meeting Joined Successfully"",
""moduleType"": ""view"",
""newChatAndChannelEnabled"": false,
""panelType"": ""view"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin"",
""scenarioType"": ""meetingJoin"",
""smartReplyClickPosition"": -1,
""smartReply Length"": -1,
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""threadId"":""19:meeting_YTI0ZDYxNTAtYTdmZS00Yzc2LTk3NGEtNWFmNWMyM2VIMTE3@thread.v2"",
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 88691875,",,meeting Joined Successfully,view,,view,meetingJoin,meetingJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join button - Joining through invite link,Click on a meeting invite link shared in chat to capture this scenario,Secondary,"""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""id"": 1723499568988,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabagProp"": ""{joinSource:link}"",
""mDatabagPropMap"": {
""joinSource"": ""link""
},
""moduleName"": ""meeting JoinStarted"",
""moduleType"": ""view"",
""newChatAndChannelEnabled"": false,
""panelType"": ""view"",
""paywallLicense"": ""TeamsFree"", ""paywallStatus"": ""false"",
""real DisplayHeightDp"": 832,
""real DisplayWidthDp"": 384,
""scenario"": ""meetingJoin"",
""scenarioType"": ""meetingJoin"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbIntent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 89858866",,meeting JoinStarted,view,,view,meetingJoin,meetingJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join button - Joining through invite link,Click on a meeting invite link shared in chat to capture this scenario,Secondary,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""id"": 1721658686727,
""isBlocked"": false,
""isContact"": false,
""joinLinkld"": ""956872540179"",
""joinLinkType"": ""TfIMeet"",
""licenseType"": ""Unknown"",
""mDatabag PropMap"": {},
""moduleName"": ""deepLink"",
""newChatAndChannelEnabled"": false,
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 804,
""real DisplayWidthDp"": 360,
""scenario"": ""redeemLinkInAppStart"",
""scenarioType"": ""reedeemLink"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbintentConfidenceScore"": ""0.50"",
""smbintentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 120903631
}",,deepLink,,,,redeemLinkInAppStart,reedeemLink,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join button - Joining through invite link,Click on a meeting invite link shared in chat to capture this scenario,Primary ,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1721658686748,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabag Prop"": ""{tenantOrigin:TFL)"",
""mDatabag PropMap"": {
""tenantOrigin"": ""TFL""
},
""moduleName"": ""parseDeepLink"",
""moduleState"": ""success"",
""moduleType"": ""deepLink"",
""newChatAndChannelEnabled"": false,
""outcome"": ""nav"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real Display HeightDp"": 804,
""real DisplayWidthDp"": 360,
""scenario"": ""joinMeeting ViaLink"",
""scenarioType"": ""nav"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbintentScore"": ""0.50"",
""teamSize"": 0,
""userRole"": ""default"",
""mLogAnonymously"": false,
""mStartTimeMillis"": 120903651
}",tap,parseDeepLink,deepLink,nav,,joinMeeting ViaLink,nav,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Join button - Joining through invite link,Click on a meeting invite link shared in chat to capture this scenario,Secondary,"{
""appMode"": ""phone"",
""collabAppEnabled"": false,
""eventName"": ""panelaction"",
""gesture"": ""tap"",
""id"": 1721658686711,
""isBlocked"": false,
""isContact"": false,
""licenseType"": ""Unknown"",
""mDatabag PropMap"": {},
""moduleName"": ""url"",
""moduleType"": ""url"",
""newChatAndChannelEnabled"": false,
""outcome"": ""preview"",
""panelType"": ""chat"",
""panelUri"": ""app.conversation"",
""paywallLicense"": ""TeamsFree"",
""paywallStatus"": ""false"",
""real DisplayHeightDp"": 804,
""real DisplayWidthDp"": 360,
""scenario"": ""url"",
""scenarioType"": ""preview"",
""smartReplyClickPosition"": -1,
""smartReplyLength"": -1,
""smbintent"": ""Neutral"",
""smbIntentConfidenceScore"": ""0.50"",
""smbIntentScore"": ""0.50"",
""teamSize"": 0,
""threadId"":
""19:77vriuSPKpCWUto-YObDo_ajec7F0v4J1tTdEMJme
811@thread.v2"",
""threadType"": ""GroupChat"",
""userRole"": ""default"",
""mLogAnonymously"": false,
}
""mStartTimeMillis"": 120903614",tap,url,url,preview,chat,url,preview,,GroupChat,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Primary ,"{""appMode"":""phone"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723543497916,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagPropMap"":{},
""moduleName"":""joinNowButton"",
""moduleType"":""button"",
""outcome"":""submit"",
""panelType"":""preJoin"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""meetingJoinNow"",
""scenarioType"":""callOrMeetUp"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":36409516}",tap,joinNowButton,button,submit,preJoin,meetingJoinNow,callOrMeetUp,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,"{""appMode"":""phone"",
""callId"":""e3bf0332-3550-4986-95b6-d6c7a191037d"",
""callType"":""scheduledPrivateMeeting"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723543500801,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagPropMap"":{},
""moduleName"":""private"",
""moduleType"":""button"",
""outcome"":""submit"",
""panelType"":""button"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""webinarAttendeeJoin"",
""scenarioType"":""webinarAttendeeJoin"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":36412402}",tap,private,button,submit,button,webinarAttendeeJoin,webinarAttendeeJoin,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,"{""appMode"":""phone"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723543500805,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagPropMap"":{},
""outcome"":""nav"",
""panelType"":""callOrMeetupLive"",
""panelUri"":""app.calling"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""otherOptions"",
""scenarioType"":""joinMeeting"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":36412405}",tap,,,nav,callOrMeetupLive,otherOptions,joinMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Joining through invite link,"After clicking the shared invite link, click the Join Now button to capture this scenario",Secondary,"{""appMode"":""phone"",
""eventName"":""panelaction"",
""gesture"":""tap"",
""id"":1723543500806,
""isBlocked"":false,
""isContact"":false,
""licenseType"":""Unknown"",
""mDatabagPropMap"":{},
""outcome"":""nav"",
""panelType"":""callOrMeetupLive"",
""panelUri"":""app.calling"",
""paywallLicense"":""TeamsFree"",
""paywallStatus"":""false"",
""realDisplayHeightDp"":823.4667,
""realDisplayWidthDp"":384.0,
""scenario"":""meetingUserAnonB2B"",
""scenarioType"":""meetingUser"",
""smartReplyClickPosition"":-1,
""smartReplyLength"":-1,
""smbIntent"":""Neutral"",
""smbIntentConfidenceScore"":""0.50"",
""smbIntentScore"":""0.50"",
""teamSize"":0,
""userRole"":""default"",
""mLogAnonymously"":false,
""mStartTimeMillis"":36412406}",tap,,,nav,callOrMeetupLive,meetingUserAnonB2B,meetingUser,,,,,,,,,,,,,
